HFC,Office Name,Address (Detailed),Pincode,District,State
PNB,Ludhiana (Ludhiana),"BXIX, 262/1, 1st floor, Dr Sham Singh Road, Ferozepur Road, Opp. Feroze Gandhi Market Ludhiana - 141001, Punjab.",141001,Ludhiana,Punjab
PNB,Patiala (Patiala),"Juneja Realtors Near Fountain Chowk, Head post office road, Patiala-147001",147001,Patiala,Punjab
PNB,Ajmer (Adarsh Nagar),"Plot no 1-3 2nd floor opp kapur garden, Nasirabad main road, Adarsh Nagar, Ajmer - 305002.",305002,Ajmer,Rajasthan
PNB,Ajmer (Ajmer),"1st Floor Dani Complex Plot No. 6-7, Near Chandak hospital, Agra Gate Circle Ajmer - 305001 Rajasthan",305001,Ajmer,Rajasthan
PNB,Banswara (Banswara),"1st Floor, Shop No.-2 & 3, Ashirwad Shopping Centre, College Road, Banswara-327001, Rajasthan",327001,Banswara,Rajasthan
PNB,Bharatpur (Bharatpur),"1st Floor, Plot No.-11, Durga Nagar, Circular Road, Near Hotel Central Garden, Bharatpur-321001, Rajasthan",321001,Bharatpur,Rajasthan
PNB,Bhilwara (Bhilwara),"2nd floor, Opp. Hyundai, Old RTO Road, Gandhi Nagar, Pur Road, Bhilwara 311001",311001,Bhilwara,Rajasthan
PNB,Bhiwadi (Bhiwadi),"A-10, 1st Floor, Bhagat Singh Colony, Alwar Bye Pass, Bhiwadi-301019, Rajasthan",301019,Bhiwadi,Rajasthan
PNB,Bikaner (Bikaner),"B-46-B, 2nd floor, sadul ganj, Bikaner-334002",334002,Bikaner,Rajasthan
PNB,Bikaner (Bikaner-Roshni),"1st Floor, Plot No.-A16, Kanta Kathuria Colony, JNV Police Thana Road, Bikaner-334001, Rajasthan",334001,Bikaner,Rajasthan
PNB,Bundi (Bundi),"1st Floor, area 500 Sq. Ft., P. V. Tower, Main Chatra Pura Road, Bundi - 323001, Rajasthan",323001,Bundi,Rajasthan
PNB,Chittorgarh (Chittorgarh),"7A, Colletrate & bhilwara road, Chittorgarh",312001,Chittorgarh,Rajasthan
PNB,Churu (Churu),"1st Floor, Plot No- A-9, Sainik Basti, Pankha Road, Opp. Royal Enfield Showroom, Churu-331001, Rajasthan",331001,Churu,Rajasthan
PNB,Ganga Nagar (Ganga Nagar),"1st Floor, 7 - Lakkar Mandi, Above Hind Timbers, Sri Ganga Nagar, Raj Pin- 335001",335001,Ganganagar,Rajasthan
PNB,Jaipur (Jaipur),"SB - 59, UDB Towers, 1st Floor, opp. Jaipur Nagar Nigam, Tonk Road, Jaipur-302015",302015,Jaipur,Rajasthan
PNB,Jaipur (Sanganer),"Ground Floor, S-5, Sector-5, Tonk Road, Pratap Nagar, Jaipur-302022, Rajasthan",302022,Jaipur,Rajasthan
PNB,Jaipur (Vaishali Marg),"Plot No. C-18, Tirupattim, Vaishali Marg, Vaishali Nagar, Jaipur-302021.",302021,Jaipur,Rajasthan
PNB,Jhalawar (Jhalawar),"Ground Floor, 3, Near ICICI Bank Prem Mandir Cinema, Godam Ki Talai, Jhalawar - 326001, Rajasthan",326001,Jhalawar,Rajasthan
PNB,Jhunjhunu (Jhunjhunu),"1st Floor, 228, Bhagat Singh Nagar, RIICO Circle, Jhunjhunu, Rajasthan - 333001",333001,Jhunjhunu,Rajasthan
PNB,Jodhpur (Chopasani Road),"Om Saraswati Tower, 1st Floor, Behind OS Motor, Chopasani Road, Jodhpur-342001, Rajasthan",342001,Jodhpur,Rajasthan
PNB,Jodhpur (Jodhpur),"2nd Floor, Choudhury Bhawan, Near Shanishchar Ka Than, Chopasani Road, Jodhpur, Rajasthan - 342001",342001,Jodhpur,Rajasthan
PNB,Kota (Kota),"Plot No-286, 2nd floor, Shopping Centre, Kota-324006, Rajasthan",324006,Kota,Rajasthan
PNB,Kota (Kota-Roshni),"Plot No. 165, 1st Floor, Shrinathpuram, Sector A, Kota- 324010, Rajasthan",324010,Kota,Rajasthan
PNB,Nagaur (Nagaur),"1st Floor, Kamal Tower, Opposite Govt. Hospital, Nagaur, Rajasthan - 341301",341301,Nagaur,Rajasthan
PNB,Pali (Pali),"2nd Floor, Kishankesari tower, 151, Bapu Nagar Vistar, Collage road, Pali-306401, Rajasthan",306401,Pali,Rajasthan
PNB,Rajsamand (Kankroli),"Ground Floor, Vinayak Chambers, Near Kotak Mahindra Bank, 100 ft. Road, Kankroli, Rajsamand-313324, Rajasthan",313324,Rajsamand,Rajasthan
PNB,Sikar (Sikar),"Unit no-106, 107, 1st Floor, Murli Plaza, ward number-25, Rani Sati Road, Shastri Nagar, Sikar-33200 , Rajasthan",332000,Sikar,Rajasthan
PNB,Tonk (Swai Madhopur Road),"Ground Floor, Block AB, Near Van Vibhag Office, Opposite Bijli Vibhag, Swai Madhopur Road, Tonk-304001, Rajasthan",304001,Tonk,Rajasthan
PNB,Udaipur (Toran Bari),"2nd Floor, Mewar Motors Building, Plot No-17-18, Toran Bari, Udaipur – 313001, Rajasthan",313001,Udaipur,Rajasthan
PNB,Udaipur (Udaipur),"Mewar Motor Building, 48, 2nd Floor, Toran Bawadi, Station Road, Udaipur, Rajasthan – 313001",313001,Udaipur,Rajasthan
PNB,Chennai (Ambattur),"Vaagai Building, 2nd Floor, Sec-1, Ambattur Industrial Estate, 2nd Main Road, Chennai- 600058",600058,Chennai,Tamil Nadu
PNB,Chennai (Ambattur Industrial Estate),"Module No 111, 1st floor, Sidco Aiema Tower, 1st Main Road, Ambattur Industrial Estate, Chennai – 600058, Tamilnadu",600058,Chennai,Tamil Nadu
PNB,Chennai (Guindy),"C 45, 1st Floor, Thiru. Vi. Ka. Industrial state, GUINDY, Chennai – 600032",600032,Chennai,Tamil Nadu
PNB,Chennai (Royapettah),"3rd floor, Sudershan Building, No. 14, Whites Road, Royapettah, Chennai - 600014",600014,Chennai,Tamil Nadu
PNB,Chennai (Tambaram),"3rd Floor, 104/1, Muthulinga Reddy Street, West Tambaram, Chennai-600045",600045,Chennai,Tamil Nadu
PNB,Coimbatore (Coimbatore),"1112, Raja Plaza, 2nd Floor, Laxmi Mill Junction, Coimbatore - 641037",641037,Coimbatore,Tamil Nadu
PNB,Coimbatore (Shanmuga Theater),"799D, 1st floor, Metupalayam road, near Shanmuga theater, RS Puram, Coimbatore – 641002, Tamil Nadu",641002,Coimbatore,Tamil Nadu
PNB,Dharmapuri (Venkatarama Achary Street),"No.10, 1st floor, front side portion, Venkatarama Achary Street, Dharmapuri – 636701, Tamilnadu",636701,Dharmapuri,Tamil Nadu
PNB,Erode (Erode),"139, URT Tower, 1st Floor, Perundurai Road, Erode - 638011",638011,Erode,Tamil Nadu
PNB,Erode (Perundurai Road),"3rd floor, 139, Perundurai road, Erode – 638011, Tamil Nadu",638011,Erode,Tamil Nadu
PNB,Hosur (Hosur),"D.No: 49-14, Rajendra Towers, 2nd Floor, Next to Raghavendra Theatre, Denkanikotta Main Road, Shanthi Nagar, Hosur - 635 109",635109,Hosur,Tamil Nadu
PNB,Kanchipuram (Near Pukadai Chathiram),"R K S commercial park, No. 52 A & B, Sencazhuneer street, Near Pukadai Chathiram, Kanchipuram - 631502, Tamil Nadu",631502,Kanchipuram,Tamil Nadu
PNB,Karur (Karur),"2nd Floor, Anaiyaan Complex, Bypass Roundana South Side, Madurai Bypass Road, Karur - 639002, Tamilnadu",639002,Karur,Tamil Nadu
PNB,Kumbakonam (Kumbakonam),"1st Floor, No. 26, Kasi Vishwanathar North Street, Near Mahamaham Tank, Anna Nagar, Kumbakonam, Tamil Nadu – 612 001,",612001,Kumbakonam,Tamil Nadu
PNB,Madurai (Madurai),"Nandhini Building, 3rd Floor, #48, Bye Pass Road, Madurai- 625010",625010,Madurai,Tamil Nadu
PNB,Nagercoil (MS Road),"Sastha Building, 7541, 1st Floor, MS Road, Vadasery, Nagercoil – 629001, Tamil Nadu",629001,Nagercoil,Tamil Nadu
PNB,Namakkal (Salem Road),"782 A-1, RSR Complex, Ground floor, Salem Road, Namakkal - 637001, Tamilnadu",637001,Namakkal,Tamil Nadu
PNB,Pollachi (Pollachi),"2nd Floor, 42/3, BGR Complex, New Scheme Road, Opposite to Punjab National Bank, Pollachi-642002, Tamilnadu",642002,Pollachi,Tamil Nadu
PNB,Pondicherry (Pondicherry),"No-6, 2nd Floor, 100ft road, Ellaipillaichavadi, Pondicherry-605005",605005,Pondicherry,Pondicherry
PNB,Salem (Salem),"104/7, Salem Productivity Council, SPC Bhawan, Manivannan Street, Opp New Bus Stand, Salem-636 004",636004,Salem,Tamil Nadu
PNB,Salem (Salem-Roshni),"Old Survey No. 97/4 & New Survey No. 97/6 B1, 5 Roads, Salem – 636007, Tamil Nadu",636007,Salem,Tamil Nadu
PNB,Tenkasi (Tenkasi),"2nd Floor, 185C, P. R. S. Raji’s Complex, Kannimaramman Kovil Street, Tenkasi-627811, Tamil Nadu.",627811,Tenkasi,Tamil Nadu
PNB,Thillai Nagar (KC Road),"PNB Housing Finance Limited, Plot No.-3, 2nd Floor, Ramanathan Arcade, 16, KC Road, Thennur, Trichy-620017, Tamil Nadu",620017,Trichy,Tamil Nadu
PNB,Tiruppur (Main road),"PNB Housing Finance Limited, 1st floor, No.6, Binny Compound, Main road, Tirupur – 641601, Tamilnadu",641601,Tirupur,Tamil Nadu
PNB,Tiruvallur (Tiruvallur),"PNB Housing Finance Limited, No: 43/390 H, 2nd Floor, Annai Indra Gandhi Street, Tiruvallur- 602001, Tamil Nadu",602001,Tiruvallur,Tamil Nadu
PNB,Trichy (Trichy),"PNB Housing Finance Limited, New Number 6, Old Number 8, 2nd floor, Shastri road, Srinivasa Puram, Near Mahatma Gandhi School, Thennur, Trichy- 620017",620017,Trichy,Tamil Nadu
PNB,Tuticorin (Thoothukudi),"PNB Housing Finance Limited, Jehovah Jireh Towers, No 51/8D/3, 1st floor, Tiruchendur Road, Muniyasamy Puram, Tuticorin - 628003",628003,Tuticorin,Tamil Nadu
PNB,Tuticorin (Tuticorin),"PNB Housing Finance Limited, Plot No. 10/7/11, First Floor, APK Complex, Arockiapuram, Shanmugapuram, Main Road, Tuticorin- 628002, Tamil Nadu",628002,Tuticorin,Tamil Nadu
PNB,Vellore (Vellore),"PNB Housing Finance Limited, 41 B, 2nd floor Immanuel Complex, Katpadi main Road (Thaiyumanavar st), Thirunagar (Gandhi Nagar), Vellore – 632002",632002,Vellore,Tamil Nadu
PNB,Vellore (Vellore-Roshni),"PNB Housing Finance Limited, 1st Floor, Door No. 313, Arani Road, Allapuram Village, Vellore Town, Vellore-632002, Tamil Nadu",632002,Vellore,Tamil Nadu
PNB,Hyderabad (Banjara Hills),"PNB Housing Finance Limited, 4th Floor, Above Harley Davidson Showroom, Road No. 2, Banjara Hills, Hyderabad- 500034",500034,Hyderabad,Telangana
PNB,Hyderabad (Kukatpally),"PNB Housing Finance Limited, MCH No- 15-24-173, Road No-1, KPHB Colony, 2nd Floor, Kukatpally, Hyderabad- 500072",500072,Hyderabad,Telangana
PNB,Hyderabad (LB Nagar Municipality),"PNB Housing Finance Limited, 3rd floor (part) of Plot no.75, Survey no.67, Ward 3, Block no.8, Mansoorabad Village, Saroornagar Mandal, under LB Nagar Municipality - 500074",500074,Hyderabad,Telangana
PNB,Hyderabad (Nagole),"PNB Housing Finance Limited, Plot no 6 & 7, 3rd floor, Mamatha Nagar colony, beside Canara Bank, Nagole, Hyderabad – 500068",500068,Hyderabad,Telangana
PNB,Isnapur (Isnapur),"PNB Housing Finance Limited, Western portion, 1st Floor, Sai Vijaya pinnacle, Plot no 6 & 5o, in survey no.251, NH-65, Isnapur Telangana-502307",502307,Isnapur,Telangana
PNB,Isnapur/Patancheru (NH-65),"PNB Housing Finance Limited, Western portion, 1st Floor, Sai Vijaya pinnacle, Plot no 6 & 5, in survey no.251, NH-65, Isnapur -502307, Telangana",502307,Patancheru,Telangana
PNB,Karim Nagar (Karim Nagar),"PNB Housing Finance Limited, Shop No. G-3, VSL Complex, Laxmi Nagar, Karim Nagar - 505001(Telangana)",505001,Karimnagar,Telangana
PNB,Sangareddy (Road no.1),"PNB Housing Finance Limited, H.No.10-35, Pothireddypally Cross Roads, Road no.1, Sangareddy - 502285, Telangana",502285,Sangareddy,Telangana
PNB,Sangareddy (Sangareddy),"PNB Housing Finance Limited, H.No.10-35, Pothireddypally Cross Roads, Road no.1, Sangareddy - 502285, Telangana",502285,Sangareddy,Telangana
PNB,Suryapet (M G road),"PNB Housing Finance Limited, H. No. 1-2-270/45/2, Manasa Nagar, M G road, Suryapet, Telangana - 508213",508213,Suryapet,Telangana
PNB,Suryapet (Suryapet),"PNB Housing Finance Limited, 1-2-270/45/2, M G Road, Opposite Telangana Thally Statue, Suryapet – 508213",508213,Suryapet,Telangana
PNB,Warangal (Warangal),"PNB Housing Finance Limited, Shop No 17-18, second floor, ramnagar, hanomkonda, Warangal – 506001",506001,Warangal,Telangana
PNB,Agra (Agra),"PNB Housing Finance Limited, 1st Floor, Sumriddhi Complex, Suite No. 104- 105, Block No. 38/A4, Sanjay Place, Agra- 282002 Landmark: Sumriddhi complex",282002,Agra,Uttar Pradesh
PNB,Agra (Agra-Roshni),"PNB Housing Finance Limited, Plot No.-9, Sector-9, Near Kargil Petrol Pump, Avas Vikas Colony, SikAndhra Bodla Road, Agra-282007, Uttar Pradesh",282007,Agra,Uttar Pradesh
PNB,Aligarh (Aligarh),"PNB Housing Finance Limited, Second Floor, J77, Krishna Complex, Janak pur colony Ramghat Road, Aligarh-202001, Uttar Pradesh",202001,Aligarh,Uttar Pradesh
PNB,Allahabad (Allahabad),"PNB Housing Finance Limited, LDA Centre, 2 Sardar Patel Marg, Civil Lines, Allahabad- 211001(U. P.)",211001,Allahabad,Uttar Pradesh
PNB,Ayodhya (Faizabad),"PNB Housing Finance Limited, 1st Floor, Deokali Laxman Das Complex, Ayodhya - 224001, Uttar Pradesh",224001,Ayodhya,Uttar Pradesh
PNB,Azamgarh (Azamgarh),"PNB Housing Finance Limited, Ground Floor, 74, Plot No. 544, Awas Vikas Colony, Gulami Ka Pura, Mukeriganj, Azamgarh-276001, Uttar Pradesh",276001,Azamgarh,Uttar Pradesh
PNB,Bareilly (Bareilly),"PNB Housing Finance Limited, Plot No-320, Akash Floors, City station road, civil lines, Bareilly-243001(U. P.)",243001,Bareilly,Uttar Pradesh
PNB,Bulandshahr (Bulandshahr),"PNB Housing Finance Limited, 1st Floor, Plot No. 4/C-1/7, Avanti Nagar, Avas Vikas Colony, D.M. Road, Bulandshar-203001, UP",203001,Bulandshahr,Uttar Pradesh
PNB,Firozabad (Firozabad),"PNB Housing Finance Limited, 1st Floor, Plot 1/F, Opposite LIC building, Suhag Nagar, Firozabad-283103, Uttar Pradesh",283103,Firozabad,Uttar Pradesh
PNB,Ghaziabad (Ghaziabad),"PNB Housing Finance Limited, UG, Plot No-9/INS-11, Sector-09, Vasundhara, Ghaziabad (UP) - 201011",201011,Ghaziabad,Uttar Pradesh
PNB,Ghaziabad (RDC),"PNB Housing Finance Limited, D-8, 1st Floor, Opposite BSNL Office, Rajnagar Distt. Center (RDC), Ghaziabad - 201002",201002,Ghaziabad,Uttar Pradesh
PNB,Ghaziabad (Shahibabad),"PNB Housing Finance Limited, 2nd Floor, Commercial Plot No.-9, Sector-5, Rajendra Nagar, Sahibabad, Ghaziabad-201005, Uttar Pradesh",201005,Ghaziabad,Uttar Pradesh
PNB,Ghaziabad (Shipra Krishna Azure),"PNB Housing Finance Limited, Unit No. Restaurant-GRA, Shipra Krishna Azure, Ground Floor, Kaushambi, Ghaziabad- 201012, Uttar Pradesh",201012,Ghaziabad,Uttar Pradesh
PNB,Gorakhpur (Gorakhpur),"PNB Housing Finance Limited, 67-D, Civil Lines, Aaraji number-123, Tappa Haveli, Sadar Distt., Gorakhpur-273009",273009,Gorakhpur,Uttar Pradesh
PNB,Gorakhpur (Gorakhpur-Roshni),"PNB Housing Finance Limited, 3rd Floor, Lotus Tower, Medical Road, Opposite V-Mart, Gorakhpur, Uttar Pradesh-273013",273013,Gorakhpur,Uttar Pradesh
PNB,Greater Noida (Greater Noida),"PNB Housing Finance Limited, 2nd Floor, Office No. 215, Krishna Park, Plaza, Alpha -2, Greater Noida, Uttar Pradesh - 201310",201310,Greater Noida,Uttar Pradesh
PNB,Hapur (Hapur),"PNB Housing Finance Limited, 7 Sky Building, 2nd Floor, Girdhari Nagar, Garh Road, Opp. Manohar Heritage, Hapur-245101, Uttar Pradesh",245101,Hapur,Uttar Pradesh
PNB,Jaunpur (Wazidpur Tiraha),"PNB Housing Finance Limited, 1st floor, City tower, H.no. 384, Mohalla Kanhaipur, Wazidpur Tiraha, Jaunpur - 222001, Uttar Pradesh",222001,Jaunpur,Uttar Pradesh
PNB,Jhansi (Elite Chauraha),"PNB Housing Finance Limited, Basement Floor, Plot No.-05 & 06, Shubham Complex, Elite Chauraha, Jhansi- 284002, Uttar Pradesh",284002,Jhansi,Uttar Pradesh
PNB,Kanpur (Kanpur),"PNB Housing Finance Limited, 3rd Floor, 16/104 A, Shri Siddhivinayak Building, Civil Lines, Kanpur - 208001(U.P.)",208001,Kanpur,Uttar Pradesh
PNB,Kanpur (Kanpur Nagar),"PNB Housing Finance Limited, Upper Ground, Plot no.2, Canal Patri ,Taxi Stand, Kanpur - 208001 Uttar Pradesh",208001,Kanpur,Uttar Pradesh
PNB,Lucknow (Gomti Nagar),"PNB Housing Finance Limited, B-2/3 vibhuti Khand, Gomti Nagar, Lucknow-226010, Uttar Pradesh",226010,Lucknow,Uttar Pradesh
PNB,Lucknow (Lucknow),"PNB Housing Finance Limited, Plot No.TC/G-2/2, and TC/G–5/5, office number -307 & 308, 3rd Floor, Commercial Complex, CYBER HEIGHTS, Vibhuti Khand, Gomti Nagar, Lucknow – 226010",226010,Lucknow,Uttar Pradesh
PNB,Mathura (Bhuteshwar Road),"PNB Housing Finance Limited, Tera Tower, 1st Floor, Bhuteshwar Road, Mathura-218001, Uttar Pradesh",218001,Mathura,Uttar Pradesh
PNB,Meerut (CCS University Road),"PNB Housing Finance Limited, PP Plaza, 3rd-floor Plot No. 177/1 & 175/1, CCS University Road, Meerut- 250004, Uttar Pradesh",250004,Meerut,Uttar Pradesh
PNB,Meerut (Meerut),"PNB Housing Finance Limited, Ist Floor, Pinacle Tower, Vaishali Corner, Garh Road, Meerut-250004,(U.P)",250004,Meerut,Uttar Pradesh
PNB,Moradabad (Moradabad),"PNB Housing Finance Limited, Ground Floor, Khasra no-242, DCB Building, Delhi- Road, Moradabad Uttar Pradesh-244001",244001,Moradabad,Uttar Pradesh
PNB,Noida (Sector 3),"PNB Housing Finance Limited, Ground Floor, D-2, Sector - 3, Noida (U.P.) - 201301",201301,Noida,Uttar Pradesh
PNB,Noida (Sector 63),"PNB Housing Finance Limited, H-1A/10, First Floor, Sector-63, Noida-201301",201301,Noida,Uttar Pradesh
PNB,Raibareilly (Civil Lines),"PNB Housing Finance Limited, Shri Vinayak Complex, Commercial Plot no.2, UGF, Feroze Gandhi Nagar Vyavsayik Yojna, Civil Lines, Raebareilly-229001, Uttar Pradesh",229001,Raebareli,Uttar Pradesh
PNB,Saharanpur (Main Delhi Road),"PNB Housing Finance Limited, Plot no-4 & 4A, 2nd Floor, Balaji Tower, Near Bhagwan Motor, Main Delhi Road, Saharanpur -247001, Uttar Pradesh",247001,Saharanpur,Uttar Pradesh
PNB,Sitapur (Sitapur),"PNB Housing Finance Limited, 1st Floor, City Center, Eye Hospital, Sitapur-261001, Uttar Pradesh",261001,Sitapur,Uttar Pradesh
PNB,Unnao (Unnao),"PNB Housing Finance Limited, 1st Floor, Premises No.13/968 Prithampura, UNNAO - 209801, Uttar Pradesh",209801,Unnao,Uttar Pradesh
PNB,Varanasi (Shivpurwa),"PNB Housing Finance Limited, 2nd floor, D-59/103, M-1, Near W.H. Smith School, Shivpurwa, Varanasi-221010, Uttar Pradesh",221010,Varanasi,Uttar Pradesh
PNB,Varanasi (Varanasi),"PNB Housing Finance Limited, 2nd Floor, Tulsi Complex, C-19/134, M-B, Shastri Nagar, Sigra, Varanasi- 221010 U.P.",221010,Varanasi,Uttar Pradesh
PNB,Dehradun (Dehradun),"PNB Housing Finance Limited, Shop no. 301 & 302 Laxmi Chambers 69, Rajpur Road, Dehradun - 248001",248001,Dehradun,Uttarakhand
PNB,Haldwani (Haldwani),"PNB Housing Finance Limited, Khet No. 317, 1st Floor, Thandi Sadak, Opposite H.P. Petrol Pump, Near Krishna Hospital, Haldwani-263139 (Uttarakhand)",263139,Haldwani,Uttarakhand
PNB,Haridwar (Haridwar),"PNB Housing Finance Limited, Delhi Haridwar Main road, Next to Aurobindo Ashram, Ranipur Mor, Jwalapur, Distt Haridwar – 249407",249407,Haridwar,Uttarakhand
PNB,Rudrapur (Rudrapur),"PNB Housing Finance Limited, 1st Floor, Union Bank building, Nanital Road, Awas Vikas, Rudrapur-263001, Uttrakhand",263001,Rudrapur,Uttarakhand
PNB,Kolkata (KYD Street),"PNB Housing Finance Limited, 5th Floor South Block, Premises No. 7 KYD Street, Kolkatta-700016",700016,Kolkata,West Bengal
ICICI HFC,Bhimavaram,"22-11-9, 1st Floor, Mavullamma Temple, Sunday Market Thatavarthi Vari Street. Revenue ward no. 5, Bhimavaram",534201,West Godavari,Andhra Pradesh
ICICI HFC,Eluru,"23B-5-7, Shop No. 2, 4th Floor, Vasavi Plaza, Eadaravari Street, Ramachandra Rao Pet, Eluru",534002,West Godavari,Andhra Pradesh
ICICI HFC,Guntur,"Supriya Towers, 1st floor, D. No. 5-37-155, 4/15 Brodipet, Guntur",522002,Guntur,Andhra Pradesh
ICICI HFC,Kakinada,"ICICI HFC, Dr. N. V. Ramesh Complex, 13-1, 54, Main Rd, Kakinada",533001,East Godavari,Andhra Pradesh
ICICI HFC,Kurnool,"Shop No 8 & 9, 1st floor, Beside ICICI Bank Ltd, Park Road, Kurnool",518001,Kurnool,Andhra Pradesh
ICICI HFC,Machilipatnam,"7/242,243-7, Sri Venkateswara Complex, Koneru Center, Machilipatnam",521001,Krishna,Andhra Pradesh
ICICI HFC,Nellore,"1st floor, Unit No. 5, Shridhar's Krishna Towers, D no. 26-15-27, FF 5-6 Iskon City, Nellore City",524004,Nellore,Andhra Pradesh
ICICI HFC,Ongole,"Shop No: 4, A Block, Gupta Square, 60 feet Road Kurnool Road, Ongole",523002,Prakasam,Andhra Pradesh
ICICI HFC,Rajahmundry,"North Side, 1st floor, Plot No. A 36, 2nd Block, 76-1-4; Lalitha Bhaskar Enterprises, Gandhi Puram-II",533103,East Godavari,Andhra Pradesh
ICICI HFC,Tirupati,"Door no. 23-8-156/A, 1st floor, R. R. Enclave, New Balaji Colony, A.I.R. Bypass Road, Above ICICI Bank, Tirupati",517502,Chittoor,Andhra Pradesh
ICICI HFC,Vijayawada,"54-20-1B, Unit No. 4, Third Floor, Surya Prakash Square, Gurunanak Colony, Revenue Ward No. 2, Vijayawada",520007,Krishna,Andhra Pradesh
ICICI HFC,Visakhapatnam,"D. No: 47-3-22, Ground Floor, 5th Lane, Dwaraka Nagar, Visakhapatnam",530016,Visakhapatnam,Andhra Pradesh
ICICI HFC,Vizianagaram,"D. No: 8-12-5, 2nd Floor, P.S.N Estate, Lower tank bund road, Vizianagaram",535003,Vizianagaram,Andhra Pradesh
ICICI HFC,Patna,"4th floor, 401, Kanak Brajraj Complex, Dhakkanpura, Kavi Raman Path, Patna",800001,Patna,Bihar
ICICI HFC,Chandigarh,"2nd floor, SCO 337-38, Sector 35-B, Chandigarh",160022,Chandigarh,Punjab
ICICI HFC,Bilaspur,"1st floor, Indira Tower, A-26, Zone II, Main Road Vyapar Vihar Bilaspur",495001,Bilaspur,Chhattisgarh
ICICI HFC,Durg,"Crescent Plaza, Unit-H4, 2nd Floor, Near Swaroop, Talkies, Station Road, Durg",491001,Durg,Chhattisgarh
ICICI HFC,Raipur,"Sky Park, Ground floor, Unit No.1, Near Canal Road Raipur",492001,Raipur,Chhattisgarh
ICICI HFC,Central Delhi - Karol Bagh,"1st floor, XVI / 10200, 13/30 Beadon Pura, Padam Singh Road, Karol Bagh, Delhi",110005,New Delhi,Delhi / NCR
ICICI HFC,East Delhi - Laxmi Nagar,"1st Floor, 36, Defence enclave, Vikas marg, East Delhi",110092,New Delhi,Delhi / NCR
ICICI HFC,North Delhi – Pitampura,"3rd floor, 302-303, Pearl Bert Hights-L, Netaji Subhash Place, Wazirpur, Pitampura, Delhi",110034,New Delhi,Delhi / NCR
ICICI HFC,West Delhi – Janakpuri,"Ground floor, B-1/4, Community Centre, Janakpuri, New Delhi",110058,New Delhi,Delhi / NCR
ICICI HFC,Ahmedabad - Nikol,"Showroom No. 2, 1st floor, Office No. B-120, Shantiniketan Business Park, Gangotri Circle, Nikol",382350,Ahmedabad,Gujarat
ICICI HFC,Ahmedabad - West,"402 to 404, 4th Floor, 323 Corporate Park, Near Girish Cold Drinks Cross Road, Navrangpura",380009,Ahmedabad,Gujarat
ICICI HFC,Anand,"Shop No.106, 1st floor, Shree Ram Shikhar, New Station Road",388001,Anand,Gujarat
